#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
KDR	MAPK14	9606.ENSP00000263923	9606.ENSP00000229795	0	0	0	0.581	0.063	0	0.500	0.254	0.620
KDR	MAPK3	9606.ENSP00000263923	9606.ENSP00000263025	0	0	0	0.588	0	0.046	0	0.465	0.467
KDR	PIK3CG	9606.ENSP00000263923	9606.ENSP00000419260	0	0	0	0	0	0.098	0	0.392	0.428
KDR	PLAU	9606.ENSP00000263923	9606.ENSP00000361850	0	0	0	0	0.101	0	0	0.451	0.485
KDR	MTOR	9606.ENSP00000263923	9606.ENSP00000354558	0	0	0	0	0	0	0	0.583	0.583
KDR	PPARG	9606.ENSP00000263923	9606.ENSP00000287820	0	0	0	0	0	0.045	0	0.642	0.644
KDR	MET	9606.ENSP00000263923	9606.ENSP00000317272	0	0	0	0.568	0	0.345	0	0.782	0.851
KDR	PTPN11	9606.ENSP00000263923	9606.ENSP00000489597	0	0	0	0	0.060	0.402	0	0.867	0.919
KDR	PIK3CD	9606.ENSP00000263923	9606.ENSP00000366563	0	0	0	0	0	0.098	0.900	0.272	0.928
KDR	PIK3CB	9606.ENSP00000263923	9606.ENSP00000501150	0	0	0	0	0	0.098	0.900	0.315	0.932
KDR	PTK2	9606.ENSP00000263923	9606.ENSP00000341189	0	0	0	0.579	0.105	0.088	0.900	0.547	0.958
KDR	PIK3CA	9606.ENSP00000263923	9606.ENSP00000263967	0	0	0	0	0	0.098	0.900	0.754	0.975
KDR	SRC	9606.ENSP00000263923	9606.ENSP00000362680	0	0	0	0.647	0.059	0.796	0.900	0.938	0.998
KLK1	KLKB1	9606.ENSP00000301420	9606.ENSP00000264690	0	0	0.142	0.783	0	0.071	0	0.490	0.558
KLK1	PLAU	9606.ENSP00000301420	9606.ENSP00000361850	0	0	0.163	0.751	0	0.182	0	0.388	0.544
KLKB1	PLAU	9606.ENSP00000264690	9606.ENSP00000361850	0	0	0.176	0.694	0	0	0.540	0.174	0.660
LCK	MAPK1	9606.ENSP00000477713	9606.ENSP00000215832	0	0	0	0.613	0.059	0.545	0	0.192	0.624
LCK	PIK3CA	9606.ENSP00000477713	9606.ENSP00000263967	0	0	0	0	0.050	0.524	0.400	0.276	0.777
LCK	PAK1	9606.ENSP00000477713	9606.ENSP00000278568	0	0	0	0.574	0.071	0.071	0.400	0.109	0.477
LCK	PTK2	9606.ENSP00000477713	9606.ENSP00000341189	0	0	0	0.735	0.067	0.243	0	0.443	0.573
LCK	MTOR	9606.ENSP00000477713	9606.ENSP00000354558	0	0	0	0	0.042	0.073	0	0.392	0.413
LCK	SRC	9606.ENSP00000477713	9606.ENSP00000362680	0	0	0.064	0.952	0.042	0.422	0.400	0.663	0.876
LCK	PIK3CD	9606.ENSP00000477713	9606.ENSP00000366563	0	0	0	0	0.098	0.069	0	0.384	0.437
LCK	PIK3CB	9606.ENSP00000477713	9606.ENSP00000501150	0	0	0	0	0.050	0.069	0.400	0.231	0.537
LCK	PTPN11	9606.ENSP00000477713	9606.ENSP00000489597	0	0	0	0.558	0.108	0.097	0.400	0.574	0.767
LDHA	MTOR	9606.ENSP00000445175	9606.ENSP00000354558	0	0	0	0	0.047	0.071	0	0.524	0.541
MAOA	SLC6A2	9606.ENSP00000340684	9606.ENSP00000219833	0	0	0	0	0	0	0	0.738	0.738
MAOA	SLC6A4	9606.ENSP00000340684	9606.ENSP00000261707	0	0	0	0	0.044	0	0	0.942	0.942
MAOA	SLC6A3	9606.ENSP00000340684	9606.ENSP00000270349	0	0	0	0	0	0	0	0.890	0.890
MAOA	PPARG	9606.ENSP00000340684	9606.ENSP00000287820	0	0	0	0	0.147	0.054	0	0.322	0.405
MAOA	OPRM1	9606.ENSP00000340684	9606.ENSP00000394624	0	0	0	0	0	0	0	0.513	0.513
MAPK1	PDE4D	9606.ENSP00000215832	9606.ENSP00000345502	0	0	0	0	0	0.292	0	0.213	0.419
MAPK1	PIK3CG	9606.ENSP00000215832	9606.ENSP00000419260	0	0	0	0	0.056	0	0	0.430	0.439
MAPK1	RET	9606.ENSP00000215832	9606.ENSP00000347942	0	0	0	0.573	0	0.387	0	0.154	0.459
MAPK1	TYK2	9606.ENSP00000215832	9606.ENSP00000431885	0	0	0	0.595	0.100	0.110	0.400	0.156	0.540
MAPK1	PTK2	9606.ENSP00000215832	9606.ENSP00000341189	0	0	0	0.584	0.106	0.063	0	0.507	0.551
MAPK1	PIK3CB	9606.ENSP00000215832	9606.ENSP00000501150	0	0	0	0	0.082	0	0	0.601	0.618
MAPK1	NEK2	9606.ENSP00000215832	9606.ENSP00000355966	0	0	0	0.631	0.052	0.319	0	0.509	0.656
MAPK1	MTOR	9606.ENSP00000215832	9606.ENSP00000354558	0	0	0	0	0.105	0.258	0	0.554	0.678
MAPK1	PPARG	9606.ENSP00000215832	9606.ENSP00000287820	0	0	0	0	0	0.510	0	0.483	0.736
MAPK1	MAPK8	9606.ENSP00000215832	9606.ENSP00000378974	0	0	0.066	0.882	0.079	0	0.400	0.568	0.747
MAPK1	PIK3CA	9606.ENSP00000215832	9606.ENSP00000263967	0	0	0	0	0.103	0	0	0.809	0.822
MAPK1	PRKCZ	9606.ENSP00000215832	9606.ENSP00000367830	0	0	0	0.588	0	0.110	0.900	0.164	0.919
MAPK1	SRC	9606.ENSP00000215832	9606.ENSP00000362680	0	0	0	0.623	0.065	0.342	0.500	0.805	0.932
MAPK1	PTPN11	9606.ENSP00000215832	9606.ENSP00000489597	0	0	0	0	0.079	0.145	0.900	0.500	0.955
MAPK1	RPS6KA3	9606.ENSP00000215832	9606.ENSP00000368884	0	0	0	0.659	0.077	0.872	0.900	0.212	0.989
MAPK1	MAPK3	9606.ENSP00000215832	9606.ENSP00000263025	0	0	0.049	0.983	0.118	0.874	0.900	0.581	0.994
MAPK1	MAPK14	9606.ENSP00000215832	9606.ENSP00000229795	0	0	0.067	0.924	0.342	0.816	0.900	0.677	0.995
MAPK14	PPARG	9606.ENSP00000229795	9606.ENSP00000287820	0	0	0	0	0.042	0	0	0.484	0.484
MAPK14	PTPN11	9606.ENSP00000229795	9606.ENSP00000489597	0	0	0	0	0.052	0.284	0	0.306	0.489
MAPK14	TYK2	9606.ENSP00000229795	9606.ENSP00000431885	0	0	0	0.581	0.098	0.110	0	0.439	0.510
MAPK14	PTGS1	9606.ENSP00000229795	9606.ENSP00000354612	0	0	0	0	0.086	0.045	0	0.496	0.522
MAPK14	PIK3CA	9606.ENSP00000229795	9606.ENSP00000263967	0	0	0	0	0.118	0	0	0.513	0.552
MAPK14	MTOR	9606.ENSP00000229795	9606.ENSP00000354558	0	0	0	0	0.103	0.149	0	0.462	0.554
MAPK14	PIK3CB	9606.ENSP00000229795	9606.ENSP00000501150	0	0	0	0	0.139	0	0	0.544	0.591
MAPK14	RPS6KA3	9606.ENSP00000229795	9606.ENSP00000368884	0	0	0	0.642	0.085	0.326	0	0.486	0.655
MAPK14	PAK1	9606.ENSP00000229795	9606.ENSP00000278568	0	0	0	0.640	0.064	0.356	0.500	0.148	0.709
MAPK14	SRC	9606.ENSP00000229795	9606.ENSP00000362680	0	0	0	0.625	0.087	0.110	0.500	0.605	0.818
MAPK14	PTK2	9606.ENSP00000229795	9606.ENSP00000341189	0	0	0	0.590	0.086	0.054	0.900	0.406	0.941
MAPK14	MAPK8	9606.ENSP00000229795	9606.ENSP00000378974	0	0	0.061	0.922	0.110	0.292	0.900	0.366	0.955
MAPK14	MAPK3	9606.ENSP00000229795	9606.ENSP00000263025	0	0	0.068	0.922	0.131	0.780	0.900	0.484	0.989
MAPK3	PRKDC	9606.ENSP00000263025	9606.ENSP00000313420	0	0	0	0	0.063	0.127	0	0.329	0.404
MAPK3	PPARD	9606.ENSP00000263025	9606.ENSP00000310928	0	0	0	0	0.121	0	0	0.372	0.424
MAPK3	PIK3CG	9606.ENSP00000263025	9606.ENSP00000419260	0	0	0	0	0	0	0	0.482	0.482
MAPK3	PLAU	9606.ENSP00000263025	9606.ENSP00000361850	0	0	0	0	0	0.071	0	0.479	0.495
MAPK3	RET	9606.ENSP00000263025	9606.ENSP00000347942	0	0	0	0.572	0	0.387	0	0.215	0.498
MAPK3	MAPK8	9606.ENSP00000263025	9606.ENSP00000378974	0	0	0.071	0.869	0.074	0	0.400	0.154	0.505
MAPK3	PPARA	9606.ENSP00000263025	9606.ENSP00000385523	0	0	0	0	0.049	0	0	0.506	0.510
MAPK3	TYK2	9606.ENSP00000263025	9606.ENSP00000431885	0	0	0	0.590	0.109	0.110	0.400	0.197	0.567
MAPK3	PIK3CA	9606.ENSP00000263025	9606.ENSP00000263967	0	0	0	0	0.049	0	0	0.594	0.597
MAPK3	PIK3CB	9606.ENSP00000263025	9606.ENSP00000501150	0	0	0	0	0.049	0	0	0.637	0.640
MAPK3	PPARG	9606.ENSP00000263025	9606.ENSP00000287820	0	0	0	0	0	0	0	0.670	0.670
MAPK3	NTRK1	9606.ENSP00000263025	9606.ENSP00000431418	0	0	0	0.576	0.046	0.110	0	0.655	0.681
MAPK3	PDE5A	9606.ENSP00000263025	9606.ENSP00000347046	0	0	0	0	0.053	0.057	0	0.679	0.688
MAPK3	MTOR	9606.ENSP00000263025	9606.ENSP00000354558	0	0	0	0	0.070	0.149	0	0.724	0.762
MAPK3	PRKCZ	9606.ENSP00000263025	9606.ENSP00000367830	0	0	0	0.583	0.049	0.110	0.900	0.230	0.926
MAPK3	SRC	9606.ENSP00000263025	9606.ENSP00000362680	0	0	0	0.610	0.086	0.511	0.500	0.778	0.944
MAPK3	RPS6KA3	9606.ENSP00000263025	9606.ENSP00000368884	0	0	0	0.641	0.069	0.806	0.900	0.249	0.984
MAPK3	PTPN11	9606.ENSP00000263025	9606.ENSP00000489597	0	0	0	0	0.059	0.436	0.900	0.841	0.990
MAPK8	PIK3CA	9606.ENSP00000378974	9606.ENSP00000263967	0	0	0	0	0.097	0	0	0.592	0.615
MAPK8	PAK1	9606.ENSP00000378974	9606.ENSP00000278568	0	0	0.128	0.622	0.049	0.071	0.500	0.129	0.603
MAPK8	PPARG	9606.ENSP00000378974	9606.ENSP00000287820	0	0	0	0	0	0	0	0.505	0.505
MAPK8	PRKDC	9606.ENSP00000378974	9606.ENSP00000313420	0	0	0	0	0.049	0.292	0	0.215	0.425
MAPK8	PTK2	9606.ENSP00000378974	9606.ENSP00000341189	0	0	0	0.579	0.042	0.292	0	0.239	0.438
MAPK8	MTOR	9606.ENSP00000378974	9606.ENSP00000354558	0	0	0	0	0.098	0.292	0	0.571	0.702
MAPK8	SRC	9606.ENSP00000378974	9606.ENSP00000362680	0	0	0	0.576	0.054	0.094	0.900	0.578	0.959
MAPK8	RPS6KA3	9606.ENSP00000378974	9606.ENSP00000368884	0	0	0	0.614	0.049	0	0	0.490	0.494
MAPK8	PPARA	9606.ENSP00000378974	9606.ENSP00000385523	0	0	0	0	0.045	0	0	0.418	0.420
MAPK8	TYK2	9606.ENSP00000378974	9606.ENSP00000431885	0	0	0	0.562	0	0.091	0	0.435	0.464
MAPK8	PIK3CB	9606.ENSP00000378974	9606.ENSP00000501150	0	0	0	0	0.060	0	0	0.545	0.554
MET	PIK3CA	9606.ENSP00000317272	9606.ENSP00000263967	0	0	0	0	0.042	0.069	0.900	0.617	0.961
MET	RET	9606.ENSP00000317272	9606.ENSP00000347942	0	0	0	0.591	0	0.094	0	0.534	0.559
MET	MTOR	9606.ENSP00000317272	9606.ENSP00000354558	0	0	0	0	0	0.073	0	0.607	0.620
MET	NTRK1	9606.ENSP00000317272	9606.ENSP00000431418	0	0	0	0.631	0	0.113	0	0.617	0.646
MET	PLAU	9606.ENSP00000317272	9606.ENSP00000361850	0	0	0	0	0.086	0.181	0	0.712	0.765
MET	PIK3CD	9606.ENSP00000317272	9606.ENSP00000366563	0	0	0	0	0	0.069	0.900	0.232	0.922
MET	PIK3CB	9606.ENSP00000317272	9606.ENSP00000501150	0	0	0	0	0.042	0.069	0.900	0.265	0.925
MET	PTPN11	9606.ENSP00000317272	9606.ENSP00000489597	0	0	0	0	0.049	0.407	0.400	0.810	0.927
MET	PTK2	9606.ENSP00000317272	9606.ENSP00000341189	0	0	0	0.593	0.082	0.094	0.900	0.318	0.935
MET	SRC	9606.ENSP00000317272	9606.ENSP00000362680	0	0	0	0.678	0.067	0.682	0.900	0.800	0.993
MGLL	PPARG	9606.ENSP00000265052	9606.ENSP00000287820	0	0	0	0	0.145	0	0	0.550	0.599
MGLL	PPARA	9606.ENSP00000265052	9606.ENSP00000385523	0	0	0	0	0.069	0	0	0.595	0.607
MTOR	PIK3CA	9606.ENSP00000354558	9606.ENSP00000263967	0	0	0	0.548	0.060	0.166	0.900	0.592	0.963
MTOR	PPARG	9606.ENSP00000354558	9606.ENSP00000287820	0	0	0	0	0	0	0.900	0.655	0.964
MTOR	PPARD	9606.ENSP00000354558	9606.ENSP00000310928	0	0	0	0	0.060	0	0	0.406	0.418
MTOR	PRKDC	9606.ENSP00000354558	9606.ENSP00000313420	0	0	0	0.550	0.154	0.431	0	0.202	0.582
MTOR	PTK2	9606.ENSP00000354558	9606.ENSP00000341189	0	0	0	0	0.049	0	0	0.447	0.451
MTOR	RET	9606.ENSP00000354558	9606.ENSP00000347942	0	0	0	0	0	0	0	0.483	0.483
MTOR	PRKCZ	9606.ENSP00000354558	9606.ENSP00000367830	0	0	0	0	0	0.073	0	0.395	0.415
MTOR	PTPN11	9606.ENSP00000354558	9606.ENSP00000489597	0	0	0	0	0.162	0.053	0	0.420	0.499
MTOR	NTRK1	9606.ENSP00000354558	9606.ENSP00000431418	0	0	0	0	0	0.073	0	0.523	0.539
MTOR	RPS6KA3	9606.ENSP00000354558	9606.ENSP00000368884	0	0	0	0	0.054	0.095	0	0.571	0.600
MTOR	PPARA	9606.ENSP00000354558	9606.ENSP00000385523	0	0	0	0	0.047	0	0	0.678	0.680
MTOR	SRC	9606.ENSP00000354558	9606.ENSP00000362680	0	0	0	0	0.042	0.073	0	0.786	0.793
MTOR	PIK3CG	9606.ENSP00000354558	9606.ENSP00000419260	0	0	0	0	0	0.166	0	0.836	0.857
MTOR	PIK3CD	9606.ENSP00000354558	9606.ENSP00000366563	0	0	0	0.550	0.056	0.166	0.900	0.360	0.942
MTOR	PIK3CB	9606.ENSP00000354558	9606.ENSP00000501150	0	0	0	0.549	0.082	0.166	0.900	0.350	0.943
NEK2	PPARG	9606.ENSP00000355966	9606.ENSP00000287820	0	0	0	0	0.059	0	0	0.394	0.405
NEK2	PLK1	9606.ENSP00000355966	9606.ENSP00000300093	0	0	0	0.645	0.553	0	0.800	0.365	0.938
NTRK1	PIK3CA	9606.ENSP00000431418	9606.ENSP00000263967	0	0	0	0	0.050	0.087	0.900	0.593	0.960
NTRK1	PPARG	9606.ENSP00000431418	9606.ENSP00000287820	0	0	0	0	0.055	0.071	0	0.395	0.422
NTRK1	RET	9606.ENSP00000431418	9606.ENSP00000347942	0	0	0	0.654	0.042	0.116	0	0.569	0.603
NTRK1	SRC	9606.ENSP00000431418	9606.ENSP00000362680	0	0	0	0.689	0	0.060	0	0.502	0.511
NTRK1	PIK3CD	9606.ENSP00000431418	9606.ENSP00000366563	0	0	0	0	0.050	0.069	0.900	0.222	0.922
NTRK1	PTPN11	9606.ENSP00000431418	9606.ENSP00000489597	0	0	0	0	0	0.218	0	0.460	0.560
NTRK1	PIK3CB	9606.ENSP00000431418	9606.ENSP00000501150	0	0	0	0	0.050	0.087	0.900	0.313	0.932
OPRM1	SLC6A2	9606.ENSP00000394624	9606.ENSP00000219833	0	0	0	0	0.141	0	0	0.463	0.520
OPRM1	SLC6A4	9606.ENSP00000394624	9606.ENSP00000261707	0	0	0	0	0.088	0	0	0.679	0.695
OPRM1	SLC6A3	9606.ENSP00000394624	9606.ENSP00000270349	0	0	0	0	0.136	0	0	0.671	0.704
OPRM1	SRC	9606.ENSP00000394624	9606.ENSP00000362680	0	0	0	0	0	0.094	0.500	0.299	0.654
PAK1	PIK3CA	9606.ENSP00000278568	9606.ENSP00000263967	0	0	0	0	0.087	0	0.400	0.192	0.519
PAK1	PIK3CB	9606.ENSP00000278568	9606.ENSP00000501150	0	0	0	0	0.109	0.292	0	0.173	0.433
PAK1	SRC	9606.ENSP00000278568	9606.ENSP00000362680	0	0	0	0.571	0.068	0.071	0.500	0.223	0.619
PDE10A	PDE2A	9606.ENSP00000355847	9606.ENSP00000334910	0	0	0	0.754	0.049	0	0.400	0.202	0.504
PDE10A	PDE4D	9606.ENSP00000355847	9606.ENSP00000345502	0	0	0	0.573	0.068	0.071	0.400	0.306	0.591
PDE10A	PDE5A	9606.ENSP00000355847	9606.ENSP00000347046	0	0	0.090	0.763	0	0.109	0.400	0.254	0.588
PDE10A	PDE3A	9606.ENSP00000355847	9606.ENSP00000351957	0	0	0	0.554	0.123	0.109	0	0.303	0.407
PDE10A	PDE7A	9606.ENSP00000355847	9606.ENSP00000385632	0	0	0	0.611	0.067	0.109	0.400	0.542	0.741
PDE2A	PDE3A	9606.ENSP00000334910	9606.ENSP00000351957	0	0	0	0.560	0.060	0.093	0	0.363	0.409
PDE2A	PDE4D	9606.ENSP00000334910	9606.ENSP00000345502	0	0	0	0.591	0.047	0.071	0.400	0.277	0.564
PDE2A	PDE7A	9606.ENSP00000334910	9606.ENSP00000385632	0	0	0	0.628	0.067	0.095	0.400	0.280	0.586
PDE2A	PDE5A	9606.ENSP00000334910	9606.ENSP00000347046	0	0	0	0.689	0.042	0.901	0.400	0.228	0.950
PDE3A	PDE5A	9606.ENSP00000351957	9606.ENSP00000347046	0	0	0	0.552	0.083	0.126	0	0.342	0.426
PDE3A	PIK3CG	9606.ENSP00000351957	9606.ENSP00000419260	0	0	0	0	0.042	0	0	0.548	0.548
PDE4B	PIK3CG	9606.ENSP00000342637	9606.ENSP00000419260	0	0	0	0	0.059	0	0	0.601	0.608
PDE4B	PDE4D	9606.ENSP00000342637	9606.ENSP00000345502	0	0	0.055	0.969	0.122	0.422	0.540	0.069	0.757
PDE4D	PDE7A	9606.ENSP00000345502	9606.ENSP00000385632	0	0	0	0.761	0	0	0.400	0.198	0.498
PDE4D	SRC	9606.ENSP00000345502	9606.ENSP00000362680	0	0	0	0	0.047	0.236	0	0.545	0.640
PDE5A	PDE7A	9606.ENSP00000347046	9606.ENSP00000385632	0	0	0	0.649	0.067	0.126	0	0.331	0.406
PIK3CA	PLK1	9606.ENSP00000263967	9606.ENSP00000300093	0	0	0	0	0.056	0	0	0.416	0.425
PIK3CA	RPS6KA3	9606.ENSP00000263967	9606.ENSP00000368884	0	0	0	0	0.120	0	0	0.394	0.444
PIK3CA	PPARG	9606.ENSP00000263967	9606.ENSP00000287820	0	0	0	0	0.053	0	0	0.542	0.547
PIK3CA	PRKDC	9606.ENSP00000263967	9606.ENSP00000313420	0	0	0	0.548	0.056	0.127	0	0.508	0.559
PIK3CA	TYK2	9606.ENSP00000263967	9606.ENSP00000431885	0	0	0	0	0.055	0.069	0.650	0.215	0.726
PIK3CA	RET	9606.ENSP00000263967	9606.ENSP00000347942	0	0	0	0	0	0.087	0.500	0.780	0.891
PIK3CA	PRKCZ	9606.ENSP00000263967	9606.ENSP00000367830	0	0	0	0	0	0.069	0.900	0.268	0.925
PIK3CA	PRKCI	9606.ENSP00000263967	9606.ENSP00000295797	0	0	0	0	0.221	0.069	0.900	0.423	0.952
PIK3CA	PTK2	9606.ENSP00000263967	9606.ENSP00000341189	0	0	0	0	0.090	0.512	0.900	0.410	0.970
PIK3CA	SRC	9606.ENSP00000263967	9606.ENSP00000362680	0	0	0	0	0.050	0.069	0.900	0.846	0.984
PIK3CA	PTPN11	9606.ENSP00000263967	9606.ENSP00000489597	0	0	0	0	0.118	0.661	0.900	0.725	0.990
PIK3CA	PIK3CG	9606.ENSP00000263967	9606.ENSP00000419260	0	0	0	0.808	0.078	0.045	0.900	0.973	0.997
PIK3CA	PIK3CD	9606.ENSP00000263967	9606.ENSP00000366563	0	0	0.060	0.888	0	0	0.900	0.983	0.998
PIK3CA	PIK3CB	9606.ENSP00000263967	9606.ENSP00000501150	0	0	0.060	0.882	0.083	0	0.900	0.984	0.998
PIK3CB	PRKCI	9606.ENSP00000501150	9606.ENSP00000295797	0	0	0	0	0.064	0.069	0.900	0.161	0.917
PIK3CB	PTK2	9606.ENSP00000501150	9606.ENSP00000341189	0	0	0	0	0.087	0.091	0.900	0.261	0.930
PIK3CB	RET	9606.ENSP00000501150	9606.ENSP00000347942	0	0	0	0	0	0.087	0.500	0.295	0.650
PIK3CB	SRC	9606.ENSP00000501150	9606.ENSP00000362680	0	0	0	0	0.057	0.069	0.900	0.672	0.967
PIK3CB	PIK3CD	9606.ENSP00000501150	9606.ENSP00000366563	0	0	0.060	0.956	0	0	0.900	0.983	0.998
PIK3CB	PRKCZ	9606.ENSP00000501150	9606.ENSP00000367830	0	0	0	0	0	0.069	0.900	0.290	0.928
PIK3CB	PIK3CG	9606.ENSP00000501150	9606.ENSP00000419260	0	0	0	0.789	0	0.045	0.900	0.976	0.997
PIK3CB	TYK2	9606.ENSP00000501150	9606.ENSP00000431885	0	0	0	0	0.055	0.069	0.650	0.168	0.709
PIK3CB	PTPN11	9606.ENSP00000501150	9606.ENSP00000489597	0	0	0	0	0.121	0.049	0.900	0.310	0.934
PIK3CD	PRKCI	9606.ENSP00000366563	9606.ENSP00000295797	0	0	0	0	0.042	0.069	0.900	0.091	0.908
PIK3CD	PTK2	9606.ENSP00000366563	9606.ENSP00000341189	0	0	0	0	0.101	0.045	0.900	0.223	0.924
PIK3CD	RET	9606.ENSP00000366563	9606.ENSP00000347942	0	0	0	0	0	0.087	0.500	0.211	0.608
PIK3CD	SRC	9606.ENSP00000366563	9606.ENSP00000362680	0	0	0	0	0.050	0.069	0.900	0.677	0.967
PIK3CD	TYK2	9606.ENSP00000366563	9606.ENSP00000431885	0	0	0	0	0.161	0.069	0.650	0.225	0.760
PIK3CD	PRKCZ	9606.ENSP00000366563	9606.ENSP00000367830	0	0	0	0	0.042	0.069	0.900	0.170	0.916
PIK3CD	PTPN11	9606.ENSP00000366563	9606.ENSP00000489597	0	0	0	0	0.104	0.049	0.900	0.289	0.931
PIK3CD	PIK3CG	9606.ENSP00000366563	9606.ENSP00000419260	0	0	0	0.794	0.087	0.296	0.900	0.923	0.994
PIK3CG	PPARG	9606.ENSP00000419260	9606.ENSP00000287820	0	0	0	0	0.057	0	0	0.526	0.533
PIK3CG	PTK2	9606.ENSP00000419260	9606.ENSP00000341189	0	0	0	0	0.067	0.045	0.900	0.295	0.928
PIK3CG	PTGS1	9606.ENSP00000419260	9606.ENSP00000354612	0	0	0	0	0.080	0	0	0.400	0.424
PIK3CG	SRC	9606.ENSP00000419260	9606.ENSP00000362680	0	0	0	0	0	0.069	0.900	0.672	0.966
PIK3CG	PRKCZ	9606.ENSP00000419260	9606.ENSP00000367830	0	0	0	0	0	0.069	0.900	0.285	0.927
PIK3CG	PTPN11	9606.ENSP00000419260	9606.ENSP00000489597	0	0	0	0	0.087	0.297	0.500	0.326	0.755
PLAU	PPARG	9606.ENSP00000361850	9606.ENSP00000287820	0	0	0	0	0.106	0	0	0.468	0.504
PLAU	PTK2	9606.ENSP00000361850	9606.ENSP00000341189	0	0	0	0	0.086	0	0	0.412	0.440
PLAU	PTGS1	9606.ENSP00000361850	9606.ENSP00000354612	0	0	0	0	0.074	0	0	0.381	0.402
PLAU	SRC	9606.ENSP00000361850	9606.ENSP00000362680	0	0	0	0	0.108	0.096	0	0.507	0.568
PLAU	TYK2	9606.ENSP00000361850	9606.ENSP00000431885	0	0	0	0	0.055	0.096	0	0.560	0.591
PLK1	PRKDC	9606.ENSP00000300093	9606.ENSP00000313420	0	0	0	0	0.085	0.352	0	0.383	0.602
PPARA	PPARG	9606.ENSP00000385523	9606.ENSP00000287820	0	0	0	0.952	0.055	0	0	0.642	0.647
PPARA	PPARD	9606.ENSP00000385523	9606.ENSP00000310928	0	0	0.047	0.964	0	0	0	0.887	0.887
PPARA	SRC	9606.ENSP00000385523	9606.ENSP00000362680	0	0	0	0	0.060	0.071	0	0.587	0.608
PPARD	PPARG	9606.ENSP00000310928	9606.ENSP00000287820	0	0	0.049	0.958	0	0	0	0.713	0.715
PPARG	PTPN11	9606.ENSP00000287820	9606.ENSP00000489597	0	0	0	0	0.086	0.064	0	0.537	0.569
PPARG	RET	9606.ENSP00000287820	9606.ENSP00000347942	0	0	0	0	0	0.045	0	0.586	0.587
PPARG	PTGS1	9606.ENSP00000287820	9606.ENSP00000354612	0	0	0	0	0.087	0	0	0.673	0.689
PPARG	SRC	9606.ENSP00000287820	9606.ENSP00000362680	0	0	0	0	0.086	0.071	0	0.714	0.736
PRKCI	PRKCZ	9606.ENSP00000295797	9606.ENSP00000367830	0	0	0.053	0.974	0	0.830	0.900	0.399	0.989
PRKCZ	SRC	9606.ENSP00000367830	9606.ENSP00000362680	0	0	0.219	0	0	0.351	0	0.446	0.694
PTK2	RET	9606.ENSP00000341189	9606.ENSP00000347942	0	0	0	0.591	0.055	0.617	0	0.146	0.664
PTK2	PTPN11	9606.ENSP00000341189	9606.ENSP00000489597	0	0	0	0	0.109	0.994	0	0.642	0.997
PTK2	SRC	9606.ENSP00000341189	9606.ENSP00000362680	0	0	0	0.728	0.072	0.929	0.900	0.987	0.999
PTPN11	RET	9606.ENSP00000489597	9606.ENSP00000347942	0	0	0	0	0.060	0.074	0.500	0.739	0.871
PTPN11	SRC	9606.ENSP00000489597	9606.ENSP00000362680	0	0	0	0.556	0.103	0.538	0.800	0.980	0.998
PTPN11	RPS6KA3	9606.ENSP00000489597	9606.ENSP00000368884	0	0	0	0	0.079	0	0	0.575	0.592
PTPN11	TYK2	9606.ENSP00000489597	9606.ENSP00000431885	0	0	0	0	0.082	0.333	0.900	0.481	0.964
RET	SRC	9606.ENSP00000347942	9606.ENSP00000362680	0	0	0	0.699	0	0.392	0.500	0.575	0.859
RPS6KA3	SRC	9606.ENSP00000368884	9606.ENSP00000362680	0	0	0	0.575	0.045	0.313	0	0.427	0.592
SLC6A3	SLC6A4	9606.ENSP00000270349	9606.ENSP00000261707	0	0	0.072	0.937	0	0	0	0.412	0.431
SRC	TYK2	9606.ENSP00000362680	9606.ENSP00000431885	0	0	0	0.644	0.086	0.045	0	0.499	0.524
